OS,Platform,CPU Cores,RAM,GPU Vendor,GPU,Resolution,Browser,IP Address,Continent,Country,Region,City,Organisation,ISP,Latitude,Longitude,Accuracy,Altitude,Direction,Speed
Win64,Win32,8,8,Google Inc.,ANGLE (NVIDIA GeForce GTX 1070 Direct3D11 vs_5_0 ps_5_0),1920x1080,Chrome/81.0.4044.92,146.196.34.142,Asia,India,Delhi,New Delhi,Excitel Broadband Private Limited,Excitel Broadband Private Limited,30.0778 deg,31.2852 deg,10000 m,Not Available,Not Available,Not Available
30.0778 deg,31.2852 deg,10000 m,Not Available,Not Available,Not Available
30.0778 deg,31.2852 deg,10000 m,Not Available,Not Available,Not Available
30.0778 deg,31.2852 deg,10000 m,Not Available,Not Available,Not Available
30.0778 deg,31.2852 deg,10000 m,Not Available,Not Available,Not Available
Android 9,Linux armv8l,8,4,ARM,Mali-G72,424x918,Chrome/87.0.4280.141,45.244.46.167,Africa,Egypt,Cairo Governorate,Cairo,Link Egypt (Link.NET),Link Egypt (Link.NET),30.1097563 deg,31.3193785 deg,31.861000061035156 m,61.80000305175781,Not Available,Not Available
Android 9,Linux armv8l,8,4,ARM,Mali-G72,424x918,Chrome/87.0.4280.141,45.244.46.167,Africa,Egypt,Cairo Governorate,Cairo,Link Egypt (Link.NET),Link Egypt (Link.NET),30.1101534 deg,31.3195318 deg,32.763999938964844 m,61.80000305175781,Not Available,Not Available
Android 9,Linux armv8l,8,4,ARM,Mali-G72,424x918,Chrome/83.0.4103.106,45.244.46.167,Africa,Egypt,Cairo Governorate,Cairo,Link Egypt (Link.NET),Link Egypt (Link.NET),30.1101243 deg,31.319502 deg,33.790000915527344 m,61.80000305175781,Not Available,Not Available
Android 9,Linux armv8l,8,4,ARM,Mali-G72,424x918,Chrome/87.0.4280.141,45.244.46.167,Africa,Egypt,Cairo Governorate,Cairo,Link Egypt (Link.NET),Link Egypt (Link.NET),30.1099019 deg,31.3192767 deg,33.30500030517578 m,61.80000305175781,222.7363739013672 deg,0.013318049721419811 m/s
Android 9,Linux armv8l,8,4,ARM,Mali-G72,424x918,Chrome/87.0.4280.141,45.244.46.167,Africa,Egypt,Cairo Governorate,Cairo,Link Egypt (Link.NET),Link Egypt (Link.NET),30.1101595 deg,31.3197227 deg,25.79400062561035 m,61.80000305175781,Not Available,Not Available
30.1101246 deg,31.3196588 deg,31.569000244140625 m,61.80000305175781,Not Available,Not Available
30.1101467 deg,31.3196898 deg,30.30299949645996 m,61.80000305175781,50.59087371826172 deg,0.05394292622804642 m/s
30.1101467 deg,31.3196898 deg,30.30299949645996 m,61.80000305175781,50.59087371826172 deg,0.05394292622804642 m/s
30.1101467 deg,31.3196898 deg,30.30299949645996 m,61.80000305175781,50.59087371826172 deg,0.05394292622804642 m/s
Android 9,Linux armv8l,8,4,ARM,Mali-G72,424x918,Chrome/83.0.4103.106,45.244.46.167,Africa,Egypt,Cairo Governorate,Cairo,Link Egypt (Link.NET),Link Egypt (Link.NET),30.1101339 deg,31.3196867 deg,32.07500076293945 m,61.80000305175781,48.319358825683594 deg,0.0007848548702895641 m/s
30.1101432 deg,31.3196863 deg,34.15599822998047 m,61.80000305175781,344.99884033203125 deg,0.19279156625270844 m/s
Android 9,Linux armv8l,8,4,ARM,Mali-G72,424x918,Chrome/87.0.4280.141,45.244.46.167,Africa,Egypt,Cairo Governorate,Cairo,Link Egypt (Link.NET),Link Egypt (Link.NET),30.1096345 deg,31.319424 deg,47.34000015258789 m,61.80000305175781,Not Available,Not Available
Android 9,Linux armv8l,8,4,ARM,Mali-G72,424x918,Chrome/87.0.4280.141,45.244.46.167,Africa,Egypt,Cairo Governorate,Cairo,Link Egypt (Link.NET),Link Egypt (Link.NET),30.1100796 deg,31.3196311 deg,34.034000396728516 m,61.80000305175781,Not Available,Not Available
Android 9,Linux armv8l,8,4,ARM,Mali-G72,424x918,Chrome/87.0.4280.141,45.244.46.167,Africa,Egypt,Cairo Governorate,Cairo,Link Egypt (Link.NET),Link Egypt (Link.NET),30.1098984 deg,31.3193504 deg,35.917999267578125 m,61.80000305175781,Not Available,Not Available
Android 9,Linux armv8l,8,4,ARM,Mali-G72,424x918,Chrome/87.0.4280.141,45.244.46.167,Africa,Egypt,Cairo Governorate,Cairo,Link Egypt (Link.NET),Link Egypt (Link.NET),30.1099154 deg,31.319324 deg,40.891998291015625 m,61.80000305175781,258.95941162109375 deg,0.9190931916236877 m/s
30.0778 deg,31.2852 deg,1000 m,Not Available,Not Available,Not Available
